cliente,dias_por_mes,desviacion_maxima
1676422.0,"{3: 31.0, 4: 2.0}",29.0
1704975.0,"{3: 31.0, 4: 2.0}",29.0
17660.0,"{3: 31.0, 4: 2.0, 5: 12.0}",29.0
1793672.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
1801183.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
1879954.0,"{3: 31.0, 4: 2.0}",29.0
1950262.0,"{3: 31.0, 4: 2.0, 5: 4.0}",29.0
1973754.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
2014606.0,"{3: 31.0, 4: 2.0}",29.0
2061401.0,"{3: 31.0, 4: 2.0, 5: 4.0}",29.0
2064271.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
2093349.0,"{3: 31.0, 4: 2.0, 5: 13.0}",29.0
2105543.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
2115049.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
2131345.0,"{3: 31.0, 4: 2.0, 5: 4.0}",29.0
2145737.0,"{3: 30.0, 4: 1.0, 5: 8.0}",29.0
215522.0,"{3: 31.0, 4: 2.0, 5: 8.0}",29.0
277745.0,"{3: 28.0, 4: 30.0, 5: 1.0}",29.0
27887.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
284073.0,"{3: 31.0, 4: 2.0}",29.0
299305.0,"{3: 23.0, 4: 30.0, 5: 1.0}",29.0
444317.0,"{3: 31.0, 4: 2.0}",29.0
504895.0,"{3: 1.0, 4: 30.0}",29.0
55621.0,"{3: 31.0, 4: 2.0, 5: 18.0}",29.0
579165.0,"{3: 31.0, 4: 2.0}",29.0
5942.0,"{3: 31.0, 4: 2.0}",29.0
678656.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
74479.0,"{3: 31.0, 4: 2.0, 5: 4.0}",29.0
751960.0,"{3: 31.0, 4: 2.0, 5: 12.0}",29.0
75662.0,"{3: 31.0, 4: 2.0}",29.0
833699.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
860621.0,"{3: 31.0, 4: 30.0, 5: 1.0}",29.0
890217.0,"{3: 30.5, 4: 30.0, 5: 1.0}",29.0
917307.0,"{3: 31.0, 4: 2.0, 5: 6.0}",29.0
286047.0,"{3: 30.0, 4: 29.5, 5: 1.0}",28.5
1157498.0,"{3: 2.0, 4: 30.0, 5: 13.0}",28.0
1319877.0,"{3: 2.0, 4: 30.0, 5: 9.5}",28.0
1342410.0,"{3: 2.0, 4: 30.0, 5: 13.0}",28.0
143023.0,"{3: 2.0, 4: 30.0, 5: 6.0}",28.0
150261.0,"{3: 18.0, 4: 29.0, 5: 1.0}",28.0
1638636.0,"{3: 31.0, 4: 29.0, 5: 1.0}",28.0
1683793.0,"{3: 2.0, 4: 30.0}",28.0
1795443.0,"{3: 2.0, 4: 30.0}",28.0
1824878.0,"{3: 2.0, 4: 30.0, 5: 13.0}",28.0
1888242.0,"{3: 2.0, 4: 30.0, 5: 13.0}",28.0
1889124.0,"{3: 2.0, 4: 30.0, 5: 13.0}",28.0
1946167.0,"{3: 29.0, 4: 1.0, 5: 15.0}",28.0
1958564.0,"{3: 2.0, 4: 30.0}",28.0
1959922.0,"{3: 2.0, 4: 30.0, 5: 4.0}",28.0
2025722.0,"{3: 2.0, 4: 30.0, 5: 4.0}",28.0
2048010.0,"{3: 2.0, 4: 30.0, 5: 13.0}",28.0
2050103.0,"{3: 2.0, 4: 30.0}",28.0
2051776.0,"{3: 2.0, 4: 30.0, 5: 4.0}",28.0
2059154.0,"{3: 2.0, 4: 30.0}",28.0
2097584.0,"{3: 30.5, 4: 29.0, 5: 1.0}",28.0
2098634.0,"{3: 2.0, 4: 30.0}",28.0
2101224.0,"{3: 2.0, 4: 30.0}",28.0
2117331.0,"{3: 24.0, 4: 29.0, 5: 1.0}",28.0
2134495.0,"{3: 3.0, 4: 29.0, 5: 1.0}",28.0
2141075.0,"{3: 2.0, 4: 30.0, 5: 11.0}",28.0
2141138.0,"{3: 2.0, 4: 30.0, 5: 5.0}",28.0
2147508.0,"{3: 25.0, 4: 29.0, 5: 1.0}",28.0
272579.0,"{3: 18.0, 4: 29.0, 5: 1.0}",28.0
349.0,"{3: 17.0, 4: 29.0, 5: 1.0}",28.0
397711.0,"{3: 31.0, 4: 29.0, 5: 1.0}",28.0
42818.0,"{3: 30.5, 4: 29.0, 5: 1.0}",28.0
478883.0,"{3: 30.0, 4: 29.0, 5: 1.0}",28.0
59632.0,"{3: 2.0, 4: 30.0}",28.0
64742.0,"{3: 30.0, 4: 2.0, 5: 4.0}",28.0
677375.0,"{3: 2.0, 4: 30.0}",28.0
841098.0,"{3: 2.0, 4: 30.0, 5: 4.0}",28.0
914066.0,"{3: 2.0, 4: 30.0}",28.0
1070453.0,"{3: 28.5, 4: 1.0}",27.5
1705157.0,"{3: 30.5, 4: 30.0, 5: 2.5}",27.5
1829575.0,"{3: 31.0, 4: 28.5, 5: 1.0}",27.5
1970877.0,"{3: 2.0, 4: 29.5}",27.5
2079727.0,"{3: 2.0, 4: 29.5, 5: 13.0}",27.5
2147690.0,"{3: 31.0, 4: 3.5, 5: 4.0}",27.5
307614.0,"{3: 11.5, 4: 28.5, 5: 1.0}",27.5
310820.0,"{3: 21.5, 4: 28.5, 5: 1.0}",27.5
475866.0,"{3: 29.0, 4: 28.5, 5: 1.0}",27.5
47592.0,"{3: 2.5, 4: 30.0, 5: 9.5}",27.5
556996.0,"{3: 29.5, 4: 2.0}",27.5
658111.0,"{3: 30.5, 4: 28.5, 5: 1.0}",27.5
743707.0,"{3: 31.0, 4: 30.0, 5: 2.5}",27.5
903524.0,"{3: 31.0, 4: 30.0, 5: 2.5}",27.5
98888.0,"{3: 29.0, 4: 28.5, 5: 1.0}",27.5
1010127.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1084887.0,"{3: 17.0, 4: 28.0, 5: 1.0}",27.0
1095492.0,"{3: 3.0, 4: 30.0}",27.0
1096717.0,"{3: 3.0, 4: 30.0}",27.0
1164323.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1427446.0,"{3: 3.0, 4: 30.0}",27.0
1488136.0,"{3: 3.0, 4: 30.0}",27.0
1491433.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1510417.0,"{3: 2.0, 4: 29.0}",27.0
1536268.0,"{3: 31.0, 5: 4.0}",27.0
1549554.0,"{3: 31.0, 5: 4.0}",27.0
1550807.0,"{3: 31.0, 5: 4.0}",27.0
1622340.0,"{3: 1.0, 4: 28.0}",27.0
1646686.0,"{3: 31.0, 5: 4.0}",27.0
1664424.0,"{3: 2.0, 4: 29.0}",27.0
1670661.0,"{3: 3.0, 4: 30.0}",27.0
1690268.0,"{3: 2.0, 4: 29.0}",27.0
1713998.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
17163.0,"{3: 31.0, 5: 4.0}",27.0
1717260.0,"{3: 3.0, 4: 30.0}",27.0
1731778.0,"{3: 31.0, 5: 4.0}",27.0
1739961.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1801869.0,"{3: 3.0, 4: 30.0, 5: 4.0}",27.0
1838395.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1858401.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1870882.0,"{3: 31.0, 5: 4.0}",27.0
187998.0,"{3: 3.0, 4: 30.0}",27.0
1883776.0,"{3: 3.0, 4: 30.0, 5: 13.0}",27.0
1889229.0,"{3: 31.0, 5: 4.0}",27.0
1912126.0,"{3: 2.0, 4: 29.0}",27.0
1918979.0,"{3: 31.0, 5: 4.0}",27.0
1927778.0,"{3: 29.0, 4: 2.0, 5: 11.0}",27.0
193626.0,"{3: 3.0, 4: 30.0}",27.0
1946223.0,"{3: 31.0, 5: 4.0}",27.0
1952278.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1961231.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1969015.0,"{3: 31.0, 5: 4.0}",27.0
1983841.0,"{3: 31.0, 5: 4.0}",27.0
1984135.0,"{3: 3.0, 4: 30.0}",27.0
1995762.0,"{3: 2.0, 4: 29.0, 5: 4.0}",27.0
2001642.0,"{3: 31.0, 5: 4.0}",27.0
2001684.0,"{3: 31.0, 5: 4.0}",27.0
2005842.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
2009293.0,"{3: 31.0, 5: 4.0}",27.0
2020724.0,"{3: 3.0, 4: 30.0}",27.0
2043600.0,"{3: 29.0, 4: 2.0, 5: 4.0}",27.0
2052175.0,"{3: 3.0, 4: 30.0, 5: 13.0}",27.0
2066868.0,"{3: 3.0, 4: 30.0, 5: 7.5}",27.0
2069199.0,"{3: 2.0, 4: 29.0}",27.0
2069787.0,"{3: 31.0, 5: 4.0}",27.0
2071383.0,"{3: 31.0, 5: 4.0}",27.0
2106390.0,"{3: 3.0, 4: 30.0}",27.0
2140515.0,"{3: 3.0, 4: 30.0, 5: 4.0}",27.0
2141649.0,"{3: 3.0, 4: 30.0}",27.0
351126.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
38121.0,"{3: 31.0, 5: 4.0}",27.0
396262.0,"{3: 31.0, 5: 4.0}",27.0
43259.0,"{3: 3.0, 4: 30.0, 5: 4.5}",27.0
433712.0,"{3: 2.0, 4: 29.0, 5: 4.0}",27.0
46094.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
793071.0,"{3: 31.0, 5: 4.0}",27.0
88024.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
881495.0,"{3: 3.0, 4: 30.0, 5: 13.0}",27.0
889937.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
911896.0,"{3: 31.0, 4: 30.0, 5: 3.0}",27.0
913009.0,"{3: 2.0, 4: 29.0, 5: 7.0}",27.0
983072.0,"{3: 31.0, 4: 28.0, 5: 1.0}",27.0
1074800.0,"{3: 23.5, 4: 27.5, 5: 1.0}",26.5
1973418.0,"{3: 30.5, 5: 4.0}",26.5
2066910.0,"{3: 28.5, 4: 2.0, 5: 10.0}",26.5
504195.0,"{3: 30.5, 5: 4.0}",26.5
750903.0,"{3: 2.0, 4: 28.5, 5: 13.0}",26.5
94814.0,"{3: 2.0, 4: 28.5, 5: 18.0}",26.5
980223.0,"{3: 31.0, 4: 4.5, 5: 4.0}",26.5
1001097.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1003120.0,"{3: 29.0, 4: 30.0, 5: 4.0}",26.0
1007817.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
100862.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
10107.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1020011.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1020739.0,"{3: 13.0, 4: 30.0, 5: 4.0}",26.0
1022398.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1023700.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1023987.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
102703.0,"{3: 24.5, 4: 30.0, 5: 4.0}",26.0
1033892.0,"{3: 21.5, 4: 30.0, 5: 4.0}",26.0
1037343.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1038351.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
103970.0,"{3: 25.0, 4: 30.0, 5: 4.0}",26.0
104180.0,"{3: 16.5, 4: 30.0, 5: 4.0}",26.0
1042173.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1043951.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1046457.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
104719.0,"{3: 25.0, 4: 30.0, 5: 4.0}",26.0
1048046.0,"{3: 29.0, 4: 30.0, 5: 4.0}",26.0
1050818.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
105272.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
105447.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1054808.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1057552.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1057937.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1058525.0,"{3: 30.0, 5: 4.0}",26.0
1059225.0,"{3: 29.0, 4: 30.0, 5: 4.0}",26.0
1059757.0,"{3: 18.5, 4: 30.0, 5: 4.0}",26.0
1065476.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1066183.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1068087.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1072637.0,"{3: 21.0, 4: 30.0, 5: 4.0}",26.0
1077992.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1079616.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
108149.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1082325.0,"{3: 16.5, 4: 30.0, 5: 4.0}",26.0
108730.0,"{3: 16.5, 4: 30.0, 5: 4.0}",26.0
1089045.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1092489.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1097753.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1102961.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1106314.0,"{3: 17.5, 4: 30.0, 5: 4.0}",26.0
1108330.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1108533.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1121203.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
112790.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1138402.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1143575.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1144387.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
114512.0,"{3: 13.0, 4: 30.0, 5: 4.0}",26.0
1145955.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1148272.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1152255.0,"{3: 24.0, 4: 30.0, 5: 4.0}",26.0
1157526.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1160844.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
116423.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1168810.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
116892.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
11717.0,"{3: 23.0, 4: 30.0, 5: 4.0}",26.0
1171953.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1177007.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1178442.0,"{3: 18.5, 4: 29.0, 5: 3.0}",26.0
1182418.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1184392.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
11864.0,"{3: 17.0, 4: 30.0, 5: 4.0}",26.0
1189796.0,"{3: 23.5, 4: 30.0, 5: 4.0}",26.0
1192967.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
11948.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
119559.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
119832.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1198364.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1199393.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1206414.0,"{3: 29.0, 4: 30.0, 5: 4.0}",26.0
12088.0,"{3: 28.0, 4: 30.0, 5: 4.0}",26.0
1210677.0,"{3: 20.5, 4: 30.0, 5: 4.0}",26.0
1216109.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
121659.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1216760.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1218629.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
121869.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1221863.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
122506.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1225475.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1227505.0,"{3: 30.0, 5: 4.0}",26.0
1230018.0,"{3: 5.0, 4: 30.0, 5: 4.0}",26.0
1232790.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1238670.0,"{3: 4.0, 4: 30.0, 5: 13.0}",26.0
1246972.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
124732.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
124795.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1249499.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1250584.0,"{3: 27.5, 4: 30.0, 5: 4.0}",26.0
1250983.0,"{3: 25.0, 4: 30.0, 5: 4.0}",26.0
1252222.0,"{3: 30.0, 5: 4.0}",26.0
1252922.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1254854.0,"{3: 23.5, 4: 30.0, 5: 4.0}",26.0
1256709.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
125950.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1261973.0,"{3: 25.0, 4: 30.0, 5: 4.0}",26.0
1262281.0,"{3: 25.5, 4: 30.0, 5: 4.0}",26.0
1273215.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1273236.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1277023.0,"{3: 2.0, 4: 28.0, 5: 10.0}",26.0
1279060.0,"{3: 20.0, 4: 30.0, 5: 4.0}",26.0
1281538.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1283449.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1284933.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
128820.0,"{3: 24.0, 4: 30.0, 5: 4.0}",26.0
1290260.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1290393.0,"{3: 27.5, 4: 30.0, 5: 4.0}",26.0
1296987.0,"{3: 23.0, 4: 30.0, 5: 4.0}",26.0
1299080.0,"{3: 29.0, 4: 30.0, 5: 4.0}",26.0
1306899.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1318001.0,"{3: 4.0, 4: 30.0}",26.0
1318449.0,"{3: 19.5, 4: 30.0, 5: 4.0}",26.0
1322026.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
132362.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1323692.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1335851.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1339995.0,"{3: 22.0, 4: 30.0, 5: 4.0}",26.0
13495.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
135442.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1355479.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
136506.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1369584.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
137486.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
137675.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1380000.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1380749.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1380756.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1380917.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
138116.0,"{3: 19.0, 4: 30.0, 5: 4.0}",26.0
1383556.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1385789.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1390899.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
139152.0,"{3: 28.5, 4: 30.0, 5: 4.0}",26.0
1393097.0,"{3: 20.0, 4: 30.0, 5: 4.0}",26.0
1393118.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1396275.0,"{3: 19.5, 4: 30.0, 5: 4.0}",26.0
1397794.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
140139.0,"{3: 27.0, 4: 27.0, 5: 1.0}",26.0
1404703.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
140692.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
140923.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1409925.0,"{3: 24.0, 4: 30.0, 5: 4.0}",26.0
141413.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1414993.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1415112.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1415504.0,"{3: 28.0, 4: 30.0, 5: 4.0}",26.0
1416127.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1423841.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
143086.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1432269.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1433893.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1436357.0,"{3: 30.0, 5: 4.0}",26.0
145207.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
145746.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
146530.0,"{3: 31.0, 5: 5.0}",26.0
1466247.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
146754.0,"{3: 20.0, 4: 30.0, 5: 4.0}",26.0
1472057.0,"{3: 16.5, 4: 30.0, 5: 4.0}",26.0
1477153.0,"{3: 23.0, 4: 30.0, 5: 4.0}",26.0
1483852.0,"{3: 28.5, 4: 30.0, 5: 4.0}",26.0
1493001.0,"{3: 26.0, 4: 30.0, 5: 4.0}",26.0
1494359.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1494548.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1499217.0,"{3: 23.0, 4: 30.0, 5: 4.0}",26.0
1500932.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1502360.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1505258.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
15056.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1507127.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1511019.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1511719.0,"{4: 30.0, 5: 4.0}",26.0
1511733.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
151304.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
151689.0,"{3: 22.0, 4: 30.0, 5: 4.0}",26.0
1520952.0,"{3: 27.5, 4: 30.0, 5: 4.0}",26.0
152116.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1522940.0,"{3: 28.0, 4: 30.0, 5: 4.0}",26.0
1524074.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1524410.0,"{3: 18.5, 4: 30.0, 5: 4.0}",26.0
152508.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1534987.0,"{3: 31.0, 5: 5.0}",26.0
1535050.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
153607.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1538564.0,"{3: 16.5, 4: 30.0, 5: 4.0}",26.0
1539845.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1539950.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1541749.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1543884.0,"{3: 18.5, 4: 30.0, 5: 4.0}",26.0
154531.0,"{3: 25.5, 4: 30.0, 5: 4.0}",26.0
1546579.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1547489.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1548511.0,"{4: 30.0, 5: 4.0}",26.0
1555420.0,"{3: 30.5, 4: 30.0, 5: 4.0}",26.0
1559480.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1566389.0,"{3: 30.0, 5: 4.0}",26.0
1570722.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
157121.0,"{3: 27.0, 4: 30.0, 5: 4.0}",26.0
1573046.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1575587.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1579801.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1582370.0,"{3: 27.5, 4: 30.0, 5: 4.0}",26.0
1584246.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1585156.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
1586542.0,"{3: 23.0, 4: 27.0, 5: 1.0}",26.0
1587186.0,"{3: 30.0, 4: 30.0, 5: 4.0}",26.0
