cliente,dias_por_mes,desviacion_maxima
1023546.0,"{3: 31.0, 4: 30.0}",1.0
1023700.0,"{3: 31.0, 4: 30.0, 5: 4.0}",26.0
1023728.0,"{3: 31.0, 4: 30.0}",1.0
1023749.0,"{3: 21.0, 4: 22.0, 5: 14.0}",8.0
1023777.0,"{3: 27.0, 4: 28.0, 5: 7.0}",21.0
1023805.0,"{3: 31.0, 4: 30.0}",1.0
1023812.0,"{3: 31.0, 4: 30.0}",1.0
1023882.0,"{3: 31.0, 4: 30.0}",1.0
1023973.0,"{3: 31.0, 4: 30.0}",1.0
102402.0,"{3: 31.0, 4: 30.0}",1.0
1024218.0,"{3: 18.5, 4: 19.5, 5: 6.0}",13.5
1024253.0,"{3: 31.0, 4: 30.0}",1.0
1024302.0,"{3: 31.0, 4: 30.0}",1.0
102444.0,"{3: 31.0, 4: 30.0}",1.0
1024484.0,"{3: 31.0, 4: 30.0}",1.0
1024603.0,"{3: 31.0, 4: 30.0}",1.0
1024645.0,"{3: 24.0, 4: 22.0}",2.0
102507.0,"{3: 20.0, 4: 19.0, 5: 7.0}",12.0
1025072.0,"{3: 31.0, 4: 30.0}",1.0
1025198.0,"{3: 31.0, 4: 30.0}",1.0
1025338.0,"{3: 31.0, 4: 30.0}",1.0
102535.0,"{3: 27.0, 4: 28.0, 5: 5.0}",23.0
1025394.0,"{3: 31.0, 4: 30.0}",1.0
1025471.0,"{3: 31.0, 4: 30.0}",1.0
1025506.0,"{3: 30.0, 4: 29.0}",1.0
1025660.0,"{3: 31.0, 4: 30.0}",1.0
1025730.0,"{3: 31.0, 4: 30.0}",1.0
102584.0,"{3: 31.0, 4: 30.0}",1.0
1025863.0,"{3: 28.5, 4: 27.5, 5: 7.0}",20.5
1025905.0,"{3: 31.0, 4: 30.0}",1.0
1026248.0,"{3: 31.0, 4: 30.0}",1.0
1026255.0,"{3: 31.0, 4: 30.0}",1.0
1026304.0,"{3: 31.0, 4: 30.0}",1.0
1026619.0,"{3: 31.0, 4: 30.0}",1.0
1026647.0,"{3: 31.0, 4: 30.0, 5: 11.0}",19.0
1026689.0,"{3: 31.0, 4: 30.0}",1.0
1027053.0,"{3: 31.0, 4: 30.0}",1.0
1027102.0,"{3: 31.0, 4: 30.0}",1.0
1027109.0,"{3: 31.0, 4: 30.0}",1.0
1027347.0,"{3: 31.0, 4: 30.0}",1.0
1027431.0,"{3: 31.0, 4: 30.0}",1.0
1027536.0,"{3: 31.0, 4: 30.0}",1.0
102766.0,"{3: 31.0, 4: 30.0}",1.0
1027690.0,"{3: 27.0, 4: 25.0}",2.0
102773.0,"{3: 31.0, 4: 30.0}",1.0
1027767.0,"{3: 31.0, 4: 30.0}",1.0
1027886.0,"{3: 31.0, 4: 30.0}",1.0
1028026.0,"{3: 31.0, 4: 30.0}",1.0
102808.0,"{3: 31.0, 4: 30.0}",1.0
1028082.0,"{3: 31.0, 4: 30.0}",1.0
1028180.0,"{3: 31.0, 4: 30.0}",1.0
1028201.0,"{3: 31.0, 4: 30.0}",1.0
1028299.0,"{3: 31.0, 4: 30.0}",1.0
1028320.0,"{3: 20.5, 4: 19.5, 5: 12.0}",7.5
1028348.0,"{3: 23.0, 4: 25.0}",2.0
1028453.0,"{3: 31.0, 4: 29.0}",2.0
1028544.0,"{3: 16.0, 4: 17.0, 5: 9.5}",7.5
1028579.0,"{3: 31.0, 4: 29.0, 5: 6.0}",23.0
1028593.0,"{3: 31.0, 4: 30.0}",1.0
102864.0,"{3: 31.0, 4: 30.0}",1.0
1028649.0,"{3: 31.0, 4: 30.0}",1.0
1028768.0,"{3: 31.0, 4: 30.0}",1.0
1028796.0,"{3: 31.0, 4: 30.0}",1.0
1029097.0,"{3: 31.0, 4: 30.0}",1.0
1029195.0,"{3: 31.0, 4: 30.0}",1.0
1029258.0,"{3: 31.0, 4: 30.0}",1.0
1029314.0,"{3: 31.0, 4: 30.0}",1.0
102934.0,"{3: 31.0, 4: 30.0}",1.0
102941.0,"{3: 31.0, 4: 30.0}",1.0
1029419.0,"{3: 31.0, 4: 30.0}",1.0
1029587.0,"{3: 31.0, 4: 30.0}",1.0
1029629.0,"{3: 31.0, 4: 30.0}",1.0
1029713.0,"{3: 16.5, 4: 15.5}",1.0
1029804.0,"{3: 31.0, 4: 30.0}",1.0
1029839.0,"{3: 31.0, 4: 30.0}",1.0
1029881.0,"{3: 31.0, 4: 30.0}",1.0
102990.0,"{3: 31.0, 4: 30.0}",1.0
1029930.0,"{3: 31.0, 4: 30.0}",1.0
1029944.0,"{3: 31.0, 4: 30.0}",1.0
103004.0,"{3: 31.0, 4: 30.0}",1.0
1030154.0,"{3: 31.0, 4: 30.0}",1.0
103025.0,"{3: 24.0, 4: 22.0, 5: 5.0}",17.0
1030350.0,"{3: 23.0, 4: 21.0}",2.0
103039.0,"{3: 31.0, 4: 30.0}",1.0
1030462.0,"{3: 31.0, 4: 30.0}",1.0
1030497.0,"{3: 31.0, 4: 30.0}",1.0
103060.0,"{3: 31.0, 4: 30.0}",1.0
1030672.0,"{3: 31.0, 4: 30.0}",1.0
1030707.0,"{3: 31.0, 4: 30.0, 5: 15.0}",15.0
1030791.0,"{3: 31.0, 4: 30.0}",1.0
1030924.0,"{3: 13.0, 4: 13.0, 5: 11.0}",2.0
103109.0,"{3: 31.0, 4: 30.0}",1.0
1031127.0,"{3: 31.0, 4: 30.0}",1.0
1031134.0,"{3: 31.0, 4: 30.0}",1.0
103116.0,"{3: 21.0, 4: 20.0, 5: 8.0}",12.0
103130.0,"{3: 31.0, 4: 30.0}",1.0
1031323.0,"{3: 31.0, 4: 30.0}",1.0
1031456.0,"{3: 31.0, 4: 30.0}",1.0
1031498.0,"{3: 31.0, 4: 30.0}",1.0
1031568.0,"{3: 31.0, 4: 30.0, 5: 4.5}",25.5
103158.0,"{3: 31.0, 4: 30.0}",1.0
1031596.0,"{3: 16.5, 4: 15.5, 5: 5.0}",10.5
1031624.0,"{3: 20.0, 4: 21.0}",1.0
103165.0,"{3: 31.0, 4: 30.0, 5: 6.0}",24.0
1031673.0,"{3: 31.0, 4: 30.0}",1.0
1031729.0,"{3: 31.0, 4: 30.0}",1.0
103179.0,"{3: 31.0, 4: 30.0}",1.0
1031918.0,"{3: 31.0, 4: 30.0}",1.0
1032002.0,"{3: 31.0, 4: 30.0}",1.0
1032086.0,"{3: 31.0, 4: 30.0}",1.0
103221.0,"{3: 31.0, 4: 30.0}",1.0
1032345.0,"{3: 27.0, 4: 26.0}",1.0
1032534.0,"{3: 31.0, 4: 30.0}",1.0
103256.0,"{3: 31.0, 4: 30.0}",1.0
1032576.0,"{3: 31.0, 4: 30.0}",1.0
1032639.0,"{3: 31.0, 4: 30.0}",1.0
1032653.0,"{3: 31.0, 4: 30.0}",1.0
1032660.0,"{3: 25.5, 4: 23.5}",2.0
1032688.0,"{3: 13.0, 4: 15.0, 5: 18.0}",3.0
103284.0,"{3: 31.0, 4: 30.0}",1.0
1032954.0,"{3: 31.0, 4: 30.0, 5: 7.0}",23.0
1032975.0,"{3: 31.0, 4: 30.0, 5: 18.0}",12.0
103298.0,"{3: 31.0, 4: 30.0}",1.0
1032996.0,"{3: 30.0, 4: 29.0}",1.0
1033087.0,"{3: 31.0, 4: 30.0}",1.0
1033094.0,"{3: 31.0, 4: 30.0}",1.0
1033136.0,"{3: 31.0, 4: 30.0}",1.0
103319.0,"{3: 31.0, 4: 30.0}",1.0
1033192.0,"{3: 31.0, 4: 30.0, 5: 12.5}",17.5
1033269.0,"{3: 31.0, 4: 30.0}",1.0
103340.0,"{3: 31.0, 4: 30.0}",1.0
1033598.0,"{3: 31.0, 4: 30.0}",1.0
1033808.0,"{3: 30.0, 4: 29.0}",1.0
103382.0,"{3: 31.0, 4: 30.0}",1.0
103389.0,"{3: 31.0, 4: 30.0}",1.0
1033906.0,"{3: 31.0, 4: 30.0}",1.0
1033941.0,"{3: 31.0, 4: 30.0}",1.0
1033969.0,"{3: 31.0, 4: 30.0}",1.0
1034039.0,"{3: 31.0, 4: 30.0}",1.0
1034088.0,"{3: 25.5, 4: 20.0, 5: 18.0}",5.5
103410.0,"{3: 27.0, 4: 28.0, 5: 10.5}",17.5
1034109.0,"{3: 31.0, 4: 30.0}",1.0
103431.0,"{3: 31.0, 4: 30.0}",1.0
1034312.0,"{3: 31.0, 4: 30.0}",1.0
1034396.0,"{3: 25.0, 4: 27.0, 5: 8.0}",19.0
10345.0,"{3: 29.0, 4: 30.0, 5: 7.0}",23.0
1034550.0,"{3: 31.0, 4: 29.0, 5: 4.0}",25.0
1034648.0,"{3: 31.0, 4: 30.0}",1.0
103466.0,"{3: 31.0, 4: 30.0}",1.0
103480.0,"{3: 31.0, 4: 30.0}",1.0
1034942.0,"{3: 31.0, 4: 30.0}",1.0
